key,value
300,00591359160
301,00409904502
302,00085411001
303,00603153258
304,00574011215
305,54569452500
306,00436515110
307,59148007091
308,24208058564
309,00338519741
310,38697601501
311,00641047625
312,53489036801
313,00245016212
314,00641255545
315,00054834425
316,00338100702
317,00378026101
318,51079058205
319,00074592201
320,00904585361
321,00597019061
322,11980002205
323,00406055201
324,00015321530
325,00338070541
326,00054355663
327,51079076608
328,63739002401
329,59439045502
330,55390006210
331,00496074804
332,00075062281
333,00078035580
334,00054872625
335,00409317701
336,50419000201
337,11793752202
338,51079048020
339,59772704701
340,00009347503
341,52769025105
342,49502068503
343,00409128331
344,00054881755
345,00597008353
346,10019004603
347,00904518661
348,62794010150
349,55390013020
350,16563009802
351,00078001715
352,59762153005
353,00173051700
354,00904056060
355,00054852725
356,00713010213
357,63323065820
358,61570042001
359,10147088106
360,00006498100
361,00487950125
362,55513014410
363,00005075323
364,51079074720
365,00703702103
366,55390009110
367,51079079320
368,00409724803
369,53489040001
370,00186035003
371,52959005500
372,51079028320
373,61570011001
374,10631040701
375,00781317796
376,58406042534
377,00054865024
378,00074403101
379,00548590000
380,51079087020
381,00536478701
382,74300000533
383,00083260104
384,68094021762
385,55566840101
386,00409978903
387,00187320010
388,49938010101
389,00641049125
390,00074245327
391,51079072420
392,00006046206
393,17478028435
394,08290823000
395,00009003928
396,72140003147
397,00074231650
398,00536127096
399,00173099155
400,00088110749
401,00904052361
402,51079079001
403,00074806201
404,00093008801
405,00002324001
406,00087040303
407,51645090501
408,00781305714
409,66685100101
410,00093519401
411,00944270005
412,00591564301
413,00904624261
414,00068021217
415,00904578561
416,00904555960
417,00186116502
418,00173010793
419,00008104110
420,00074662411
421,00143129001
422,66521020002
423,00008002707
424,00904504561
425,51079077120
426,00069080860
427,63323012250
428,00409672924
429,24477001015
430,59075068010
431,10019021301
432,00182820289
433,00025145134
434,00093894093
435,54569122400
436,50458029001
437,00006096328
438,54868311105
439,59366279103
440,00003218710
441,55513054601
442,00049396041
443,00054817525
444,39506002260
445,66758004401
446,55513053010
447,00083002732
448,00065065625
449,55390007001
450,53014067870
451,27434003185
452,00998030305
453,63323018510
454,00006362836
455,61958060201
456,58016032730
457,00677053333
458,00023114501
459,00904586761
460,00074582010
461,66479053002
462,00013110679
463,51079094420
464,00703831503
465,00597000302
466,00172541310
467,00310070539
468,00054872925
469,10038011734
470,54569272600
471,65597010330
472,00088115003
473,00074379501
474,50458093010
475,00054802625
476,61570014610
477,60793070210
478,51079028621
479,00024059010
480,00378041501
481,00409653301
482,63323022110
483,00071015892
484,55513047810
485,00173069602
486,10019063101
487,00703324811
488,00093894701
489,63323061710
490,62584081201
491,00088216030
492,65483070210
493,00074729501
494,00074909461
495,55513007330
496,00007411719
497,00145062805
498,63739027201
499,49938010201
500,00548301200
501,59310017780
502,00074621213
503,57665033101
504,00002755901
505,00087667117
506,17317001801
507,55390040320
508,10019004604
509,51079001920
510,00074234632
511,00051842530
512,00054355563
513,63481068706
514,51079090220
515,00002323930
516,00186013501
517,00574410310
518,00007336721
519,54569188401
520,00074407532
521,00182090401
522,59148000835
523,00054870825
524,00409427601
525,00087015846
526,51079014120
527,00007506111
528,61147800903
529,00409120301
530,51079043420
531,00703408511
532,00149000977
533,00168001231
534,50458060128
535,00182181089
536,51079065720
537,58177009111
538,50242008527
539,58160087546
540,00005927029
541,00406052710
542,00091353201
543,51079000522
544,00074621211
545,11980017405
546,00904771961
547,00045034360
548,00186033001
549,61703022521
550,41679036513
551,00338022104
552,00536440601
553,00015356302
554,00074454801
555,60574310101
556,51079028620
557,00056017375
558,00048104013
559,52769045050
560,00006494300
561,00009307303
562,55390003010
563,61314022705
564,00075062300
565,00409610204
566,00064100133
567,00085170103
568,63323011710
569,55390023210
570,00781107101
571,00087075501
572,00121050410
573,53905099101
574,45802073233
575,00078032406
576,68084037421
577,53169010501
578,00074647844
579,00536016097
580,00002831501
581,00121043130
582,87701089415
583,61113074228
584,63323018410
585,00310072010
586,58016030000
587,54868534800
588,00056047492
589,55390010110
590,00131248035
591,00054353244
592,60793001108
593,00071015640
594,17478020012
595,00078042315
596,58177003106
597,67159011203
598,62053053425
599,51079000920
600,00409126130
601,54868255700
602,50383068304
603,00074405001
604,63323016501
605,59762501901
606,67467084304
607,00409148402
608,00003161212
609,00009017103
610,00024120020
611,51079020020
612,10019069102
613,00168000315
614,00597010760
615,00091353701
616,10019021302
617,00121046230
618,67386050152
619,50419005030
620,00223197101
621,00049276041
622,00597002901
623,58177029311
624,54092018981
625,00083232062
626,52604800206
627,54092000301
628,00469060773
629,51079009520
630,00006775331
631,00168027338
632,51079095801
633,68094019359
634,00029321548
635,00048105013
636,00054822225
637,00069098038
638,51079042820
639,51079028420
640,00024135202
641,00007489020
642,00054001820
643,00004200378
644,46287000660
645,00054813916
646,00009722402
647,66993000860
648,00409329906
649,00409109732
650,51079055620
651,00904404073
652,00044182512
653,00056052168
654,11980004815
655,00409117102
656,64764045125
657,00013010501
658,54569328200
659,00173071920
660,54092018701
661,00023024001
662,23317033128
663,00338071134
664,00074433902
665,58468010001
666,00093065701
667,00364301247
668,51079041820
669,67457019015
670,52604341701
671,49502069724
672,00007323001
673,00069580043
674,00031670972
675,00009004902
676,10939003722
677,63323054011
678,00378912398
679,00006362835
680,00087277331
681,59930156001
682,00048106003
683,50419035703
684,65597070118
685,00046047081
686,00409741803
687,00074662502
688,51079092920
689,00338004802
690,74312001370
691,11701005032
692,00173047100
693,00409144304
694,68084018601
695,00406048462
696,00182144464
697,63323073410
698,00046087293
699,00074259605
700,00005230933
701,00003196401
702,00143120101
703,60505251903
704,00007550040
705,63857032810
706,53169010260
707,63653117103
708,17236088901
709,68084038801
710,65649030105
711,00409739172
712,00054802525
713,51079003920
714,50242006101
715,00904224461
716,52604109401
717,00037024130
718,61958040101
719,00075245153
720,51479004601
721,00089061012
722,51079010720
723,00069420030
724,00078017605
725,00071035060
726,00904213761
727,51079009120
728,00088120632
729,00703430102
730,00078024815
731,51079048620
732,00054412125
733,00409263450
734,00591321901
735,00074245107
736,00536354101
737,00310027239
738,51079080120
739,00069308030
740,00591071601
741,00074610204
742,00172433010
743,00074744501
744,00338043103
745,00172436560
746,00168031230
747,00517750425
748,00496071604
749,00006394132
750,68734070010
751,00009019009
752,00074323601
753,00703102930
754,59148000613
755,51079095701
756,00015300120
757,51285076993
758,00338051802
759,00245004101
760,51079072120
761,00074915801
762,57706075323
763,00409471332
764,51674000901
765,00023031304
766,00068051030
767,00186198804
768,00904505359
769,00409131230
770,11098003002
771,00074131201
772,00075020062
773,00168006015
774,33332001001
775,67286081201
776,51079059720
777,68084020601
778,00008418806
779,66479002356
780,50419035510
781,00364202690
782,00002050101
783,63323036820
784,00093720198
785,16500002322
786,00131247735
787,00409650901
788,24477003025
789,54569533900
790,55390048001
791,00173010856
792,00172433260
793,49281075221
794,00005534323
795,54569536200
796,00087057009
797,00009001104
798,61703022680
799,58406062307
800,00186151503
801,54569281400
802,00054008826
803,51079064420
804,00469305130
805,11980018005
806,00074241612
807,00046326510
808,00555081502
809,00074130401
810,00597006111
811,00065074112
812,66479056012
813,00007315518
814,00083007932
815,51079067820
816,58160087646
817,00904578961
818,60505056701
819,00013010201
820,10019087315
821,00364049590
822,00149003005
823,51079008520
824,60574411201
825,00517570225
826,00168021560
827,00074978901
828,00904420260
829,42998020301
830,00065009205
831,51479004210
832,63323047401
833,00024134803
834,00172443160
835,61748004416
836,00703505401
837,00045025501
838,51079029220
839,54482014407
840,53014054867
841,00264197800
842,49702020718
843,00054368263
844,51079014820
845,65293000101
846,25010021027
847,00677168201
848,51079005520
849,00409477723
850,11980002515
851,50383023310
852,59762501601
853,00206882002
854,00781711255
855,00029152725
856,55390060502
857,54569104600
858,00591571401
859,66435020115
860,00054418425
861,00049317030
862,00186430100
863,55390056630
864,00409125830
865,55390003710
866,51079057201
867,63323006420
868,17714002001
869,00409915701
870,63323042405
871,00409729501
872,00186103001
873,00003223011
874,00781323909
875,00054884504
876,00378912298
877,00409403101
878,51079087201
879,00338004804
880,00597006661
881,66758001604
882,37000002404
883,00904792260
884,00597003212
885,00006073128
886,51079098501
887,00054817925
888,00338040360
889,00054375150
890,00087277235
891,51079088120
892,00029320613
893,00049275041
894,53014025001
895,00093731601
896,51479004901
897,00173066101
898,00054372763
899,00703680104
900,60505008000
901,51672208001
902,00145430001
903,00074118701
904,00409606211
905,00338055002
906,00026885148
907,17478093401
908,24208032405
909,00536435805
910,68546031730
911,63323016201
912,62756051344
913,00093738201
914,00085057102
915,54838054070
916,00015302020
917,61703024350
918,00264751010
919,55390056510
920,51079074320
921,00364074090
922,00074131230
923,00603385521
924,51079008620
925,51079098320
926,00409217205
927,00093688871
928,00591319101
929,54569101800
930,60574411101
931,00054853516
932,00015740320
933,24571010305
934,00052045016
935,00065024605
936,00074438010
937,57866422403
938,55390007310
939,51079000220
940,51079048101
941,00009513601
942,00378087199
943,00006461200
944,54569454303
945,63481062410
946,00409427902
947,00173071900
948,00904530661
949,00054884816
950,00024030506
951,61314020315
952,51079000420
953,00074662902
954,00044182110
955,00378912198
956,00009766304
957,00186190501
958,00065021535
959,55390007710
960,00024107501
961,00074340001
962,16590047704
963,54569391600
964,00032421011
965,00078018101
966,00409212202
967,00406831562
968,00168003830
969,00641037625
970,00009035201
971,00054350049
972,00004018809
973,54569407300
974,00048107013
975,00093026292
976,00173099501
977,00009361803
978,59676032001
979,60505250201
980,00409909422
981,63323032520
982,00143978510
983,00168005615
984,00517391025
985,00029657126
986,00004029809
987,68115017430
988,54868479600
989,51079013320
990,00781132813
991,55390013910
992,55499120401
993,00409915801
994,00026884148
995,24208054505
996,65649023141
997,63459020001
998,00469321110
999,00085138507
1000,00168020130
1001,00555027202
1002,63323039306
1003,00013746686
1004,00074471302
1005,00015322022
1006,00075245201
1007,60432003864
1008,00003272510
1009,00173011318
1010,60267060066
1011,00409146301
1012,00074679922
1013,00172474110
1014,00054453825
1015,00591534710
1016,00074128301
1017,10019048202
1018,00074781124
1019,00054860425
1020,00781104613
1021,00904552261
1022,00456066270
1023,00338604648
1024,55045122403
1025,44206025110
1026,66479002182
1027,00944058101
1028,00078035084
1029,00074490334
1030,00548909010
1031,00078034261
1032,00378504191
1033,59148002050
1034,50474000148
1035,00039022211
1036,00338001602
1037,58914078510
1038,53746014101
1039,00054011625
1040,00008117901
1041,59148001665
1042,00310032130
1043,00258368790
1044,62037069790
1045,00781143913
1046,00004026948
1047,49281037415
1048,14789040005
1049,00206845525
1050,00168035755
1051,65473098004
1052,66490069110
1053,54569535100
1054,54868439600
1055,00006006568
1056,00048109013
1057,00002861501
1058,00395100391
1059,55390009010
1060,55045141500
1061,00406206890
1062,00074491134
1063,51079073320
1064,00004016201
1065,00182264789
1066,00182137640
1067,49884078253
1068,51079068420
1069,00075291501
1070,66435010142
1071,63323038310
1072,00054023524
1073,00048108003
1074,59011041020
1075,00597007575
1076,54868442102
1077,00015301238
1078,00009014102
1079,00472153304
1080,78112001103
1081,00015050842
1082,00004201509
1083,11980001105
1084,00093538506
1085,67781025101
1086,10019002518
1087,51079045820
1088,54569470200
1089,00703239403
1090,00182117089
1091,54569518100
1092,61570041451
1093,53014085072
1094,00536623772
1095,00186033036
1096,68084044701
1097,00093910729
1098,00299382060
1099,00074115170
1100,24208058060
1101,52604710001
1102,38485120401
1103,58768078815
1104,00078035834
1105,00002411233
1106,00904585461
1107,64455099395
1108,00008072801
1109,55390006710
1110,59762503301
1111,54868370400
1112,00641111433
1113,62617051520
1114,00054368663
1115,51079058620
1116,55390003410
1117,00555001105
1118,00517250210
1119,00054881611
1120,00781304095
1121,00078043815
1122,50962025160
1123,00409488850
1124,18006333453
1125,00168005430
1126,00168000415
1127,54396011111
1128,00067033022
1129,00456321063
1130,50458030811
1131,00054834625
1132,00088120343
1133,50242013468
1134,55390011301
1135,00003256016
1136,51079052020
1137,00054001920
1138,49452355001
1139,59762501801
1140,51079087101
1141,51079009220
1142,00998020315
1143,51079082120
1144,00575620030
1145,00597004660
1146,00054855424
1147,51079032301
1148,00002324033
1149,67618030011
1150,00713016550
1151,43068011304
1152,00173017755
1153,63402030430
1154,50474000263
1155,00173068254
1156,00075245101
1157,00641244045
1158,00002759701
1159,00074405201
1160,54391005009
1161,00338012504
1162,00904227260
1163,00069315083
1164,62175017737
1165,00597005801
1166,58468466301
1167,60432046600
1168,17236032410
1169,54868152102
1170,00078024015
1171,00597003334
1172,51079008420
1173,00364031401
1174,00069152068
1175,51079013120
1176,63323001115
1177,00689112201
1178,00071015823
1179,00031425064
1180,00517265025
1181,00078008406
1182,00172364910
1183,17478020510
1184,00066043115
1185,00409318101
1186,59011010510
1187,27505000165
1188,51079029072
1189,00781188313
1190,00904272561
1191,00338081104
1192,00781139313
1193,00034700480
1194,00004082009
1195,66993084225
1196,51079043820
1197,00078037615
1198,00008103105
1199,00603545921
1200,60505258400
1201,63323038810
1202,00009316906
1203,63020004901
1204,00031782463
1205,60492005101
1206,00088120876
1207,00045006601
1208,51079087320
1209,00409311831
1210,00074665106
1211,55513014810
1212,10139023511
1213,50458030001
1214,00527172874
1215,00004050109
1216,00023916330
1217,51991041702
1218,00006093628
1219,54629014510
1220,00597001314
1221,18860034201
1222,00469065711
1223,62856060001
1224,51079061020
1225,59572030101
1226,00078038566
1227,67386080202
1228,61570031311
1229,52544092226
1230,00054853416
1231,
1232,00025152031
1233,63395020113
1234,00548146900
1235,00074792337
1236,54092017212
1237,00378005201
1238,13533064520
1239,59762171002
1240,63304094110
1241,00409660902
1242,00009514001
1243,00173038879
1244,00536242558
1245,61570004710
1246,68084004401
1247,00536407701
1248,51079007420
1249,51079090601
1250,00998035515
1251,00338101341
1252,00002727125
1253,00186108805
1254,00310028239
1255,58468002101
1256,00078024915
1257,60977045101
1258,50111085101
1259,51079006920
1260,00087667417
1261,51079012520
1262,00173020155
1263,00187355410
1264,50242006201
1265,00574200202
1266,00085124402
1267,00006361932
1268,51079066420
1269,00088115330
1270,00338004904
1271,00641254745
1272,62584075001
1273,00004110150
1274,00469061711
1275,00781202701
1276,00074706811
1277,00713016512
1278,50419010510
1279,00075001600
1280,00074712613
1281,00075245001
1282,00409427701
1283,51079010220
1284,00034051725
1285,00409669501
1286,00182070201
1287,54868596800
1288,00641036725
1289,00338004931
1290,00168007115
1291,00078036864
1292,63323026530
1293,49938010130
1294,00008121801
1295,00430016724
1296,00087076102
1297,00169183411
1298,60432046608
1299,00078034161
1300,51079034820
1301,13310015307
1302,00008070101
1303,00597008717
1304,00168002638
1305,00074146301
1306,00007323411
1307,00264196510
1308,00078035934
1309,00046086799
1310,00085045804
1311,00173041300
1312,00078031190
1313,51079026720
1314,00149073402
1315,00574012008
1316,00186000431
1317,00091334201
1318,63304052020
1319,00186091542
1320,00071400705
1321,00409405001
1322,00006046106
1323,00703005104
1324,00182004789
1325,00555099702
1326,00008103110
1327,00703940204
1328,00406035762
1329,00186011291
1330,50419015057
1331,00299383545
1332,66591091332
1333,00078048535
1334,00713052612
1335,00007365021
1336,00135051101
1337,00093721201
1338,00574082301
1339,00338000404
1340,52544047108
1341,00089014910
1342,60432013325
1343,00054408425
1344,50242005306
1345,00006362803
1346,00008039004
1347,63323010351
1348,00054808425
1349,00406051201
1350,64125012101
1351,00597004661
1352,59148000913
1353,63323016505
1354,00048102003
1355,00186014001
1356,00172531110
1357,00904150161
1358,51079002420
1359,00182004701
1360,72140085731
1361,51079097120
1362,00071241823
1363,63323040302
1364,00703352401
1365,00456261390
1366,58160087346
1367,00338107302
1368,59011045401
1369,00378012901
1370,16837085839
1371,49452477503
1372,00026858231
1373,49452192001
1374,59011044020
1375,10019002802
1376,55390000401
1377,00045064165
1378,00074130431
1379,57664013565
1380,00034210001
1381,00536222075
1382,00406839062
1383,00409420101
1384,42023011801
1385,00052073112
1386,00003161412
1387,62584078833
1388,37205098869
1389,63304020518
1390,58281056301
1391,63323006661
1392,00078044705
1393,60505056802
1394,00074190301
1395,51079060120
1396,00078044805
1397,33332001201
1398,54569317800
1399,00074706911
1400,00064212008
1401,00409190201
1402,00093031101
1403,58177023811
1404,66479052001
1405,50580060150
1406,00781312595
1407,00517180525
1408,00185021001
1409,00555058901
1410,54838000530
1411,00182845389
1412,60951065616
1413,54868133201
1414,00186085981
1415,63323014210
1416,67386061152
1417,55326020025
1418,59148001315
1419,00590032435
1420,49281048991
1421,00065035902
1422,00517077010
1423,52959045230
1424,00132010915
1425,67386041151
1426,24208045725
1427,00182402889
1428,00338055318
1429,00054881501
1430,52268010001
1431,51079068320
1432,54868308400
1433,00008103007
1434,00007313705
1435,00173069502
1436,00338080304
1437,00026819763
1438,00074241421
1439,00025172003
1440,00074405101
1441,51079078820
1442,55390014301
1443,56184012105
1444,51079039620
1445,00074568216
1446,00536126296
1447,00087667317
1448,00025273234
1449,00074660902
1450,00169368512
1451,51079063320
1452,00781197201
1453,67386091151
1454,00703951403
1455,51079054220
1456,00409330803
1457,00069080760
1458,00078044205
1459,00052045015
1460,00075006037
1461,21695000230
1462,00641041425
1463,00074492818
1464,00074163802
1465,00093527201
1466,00048580701
1467,63323047820
1468,51079066520
1469,00338008504
1470,00143988225
1471,24208050510
1472,00009043624
1473,00517490525
1474,00093046301
1475,00004014401
1476,00172376010
1477,00074771503
1478,68084004501
1479,51079089320
1480,00121068305
1481,00677059802
1482,00074428202
1483,00071015623
1484,65847020525
1485,64894082550
1486,51079081120
1487,58177032304
1488,00006092558
1489,00641039525
1490,00044502210
1491,00168000715
1492,62756035664
1493,00045006701
1494,66203230001
1495,61703040242
1496,00078035680
1497,00003097252
1498,00025171001
1499,00006336603
1500,61570011201
1501,59762501501
1502,00003515405
1503,00310037720
1504,00004026706
1505,00044101725
1506,00409662902
1507,00007440701
1508,00006384371
1509,00034051625
1510,51079020620
1511,00054458111
1512,55390011010
1513,00456333001
1514,00781320995
1515,00186074382
1516,00904205159
1517,51079069120
1518,51079078320
1519,00088177947
1520,00206886202
1521,59676031001
1522,50580029304
1523,62037087130
1524,00338035703
1525,64764054411
1526,00008083703
1527,63323073310
1528,00064501015
1529,24477032302
1530,00069267041
1531,00555044609
1532,65649010102
1533,68084007965
1534,39822027702
1535,00074125901
1536,00703292503
1537,00998033105
1538,00044101201
1539,49884002901
1540,00054874025
1541,00075062040
1542,17478006412
1543,00409477750
1544,51079052720
1545,54092038701
1546,59762501701
1547,00536476301
1548,00173037934
1549,00172571010
1550,00456005001
1551,68188093190
1552,00078034184
1553,00182000101
1554,51079060420
1555,00091370701
1556,68084024711
1557,00069266041
1558,00469520130
1559,00006371350
1560,49702020218
1561,00009337502
1562,61703030916
1563,00024123105
1564,61570003310
1565,00456046163
1566,00338004910
1567,10432006501
1568,00074793124
1569,00703480503
1570,00085048781
1571,00074131202
1572,68258912401
1573,63459010101
1574,00574722406
1575,00085137001
1576,00172524160
1577,00083000330
1578,00093894393
1579,51079088220
1580,00409302401
1581,68094021462
1582,00264780010
1583,00641141035
1584,00074227913
1585,00054816303
1586,00206886201
1587,64253022233
1588,50242005121
1589,54868410300
1590,00039010411
1591,00591321472
1592,61703024615
1593,38779003504
1594,00045050130
1595,00527155201
1596,00074114102
1597,00004005850
1598,00054023624
1599,00049278041
1600,68968449201
1601,63323031110
1602,00006482700
1603,68084003101
1604,10019003574
1605,68462035901
1606,00078047015
1607,10019025112
1608,10019004502
1609,00074665305
1610,38341006545
1611,00168005815
1612,00409427602
1613,00173099394
1614,59011010310
1615,00186070210
1616,00006007428
1617,60432021208
1618,00064501030
1619,55513026710
1620,62584072533
1621,00002323560
1622,00409427001
1623,00469511601
1624,00074780922
1625,63323018610
1626,00008092355
1627,51079051920
1628,00338004901
1629,00074630411
1630,66591018442
1631,62584078201
1632,00006778433
1633,72140045585
1634,00378037301
1635,00004024515
1636,00008083721
1637,55513002801
1638,43068010602
1639,00032121001
1640,65473075401
1641,54569523500
1642,00904580861
1643,00054817625
1644,50458092510
1645,63323013011
1646,00904597361
1647,00054855324
1648,00555090201
1649,00338005403
1650,63323039923
1651,13533063603
1652,00005921823
1653,00009000402
1654,63323022905
1655,00072571208
1656,00045006801
1657,00168002131
1658,00024540134
1659,55513002304
1660,53169010360
1661,00087607211
1662,00409477886
1663,00597008214
1664,00093519501
1665,00054327099
1666,00006027528
1667,49884090738
1668,49999074704
1669,00015050401
1670,00072026006
1671,51079081220
1672,00065026625
1673,17478015142
1674,00009023301
1675,00338604537
1676,00078018201
1677,00009454101
1678,54569405200
1679,17478021612
1680,00186041201
1681,00006015030
1682,63481062375
1683,50111032703
1684,00029608621
1685,00182101701
1686,00023791560
1687,00067434504
1688,65197000101
1689,00054834225
1690,00169750111
1691,54868381600
1692,00056001170
1693,52604710201
1694,44087152001
1695,49999004830
1696,00781710955
1697,54569405900
1698,00045063965
1699,11509021217
1700,00009074635
1701,00258361301
1702,00517031010
1703,50458039060
1704,00074648101
1705,00093078405
1706,00049001383
1707,50484052730
1708,00781143901
1709,00078033705
1710,00023031207
1711,00054465025
1712,51079000222
1713,00904336561
1714,00641032025
1715,00173075600
1716,50458016601
1717,00074434673
1718,00121177510
1719,00597007506
1720,51079075920
1721,51479004801
1722,00781139713
1723,00009079601
1724,00781573413
1725,00054877605
1726,10019025012
1727,51079095901
1728,00169183311
1729,00186023003
1730,00407193103
1731,00024279150
1732,59366274201
1733,54868438100
1734,61570042003
1735,00049002428
1736,00409198530
1737,00008021201
1738,00008412601
1739,00378911916
1740,00015733812
1741,54868476800
1742,00386000103
1743,00029321121
1744,00781328379
1745,00002411533
1746,59762503101
1747,00516009201
1748,00046047199
1749,00026556161
1750,00003049420
1751,00004006850
1752,00338105548
1753,50458039530
1754,00004024009
1755,00173069504
1756,00536185097
1757,51079041520
1758,00074233211
1759,00078042306
1760,68152010100
1761,00071400810
1762,00998035415
1763,55390088110
1764,00364049490
1765,63402051224
1766,51079058920
1767,50458030206
1768,55390013110
1769,00004014301
1770,00075062431
1771,00074131702
1772,00436058532
1773,00245008201
1774,66591080030
1775,00264780020
1776,00078005405
1777,63323020110
1778,00004012149
1779,63323001201
1780,00078040134
1781,63739035410
1782,00069311019
1783,00258368990
1784,00034051525
1785,00173036238
1786,53489033001
1787,00310027139
1788,00173044602
1789,51079074620
1790,00074121201
1791,52604512501
1792,00085093381
1793,51079010320
1794,00074488810
1795,00093542088
1796,68546014256
1797,00338001731
1798,00025146134
1799,00074190201
1800,00904553561
1801,13533061810
1802,60258000601
1803,00071027024
1804,00108380620
1805,00132000119
1806,49281064015
1807,52544093001
1808,00008083701
1809,61553025409
1810,00074663722
1811,51079020320
1812,00469087130
1813,00456261563
1814,00071108813
1815,00187355510
1816,00054008620
1817,59572020594
1818,00006074928
1819,00029152544
1820,57844052206
1821,00002322930
1822,00065065435
1823,59772704602
1824,62161000538
1825,59730420201
1826,58281056104
1827,48433023015
1828,00597018390
1829,00300304611
1830,00078005303
1831,00054874325
1832,51079022020
1833,59762503001
1834,00071053240
1835,00904571135
1836,51660078701
1837,68188093590
1838,00781200001
1839,00247108052
1840,68094050361
1841,00182844789
1842,49884049901
1843,68084008901
1844,00023050601
1845,39822105505
1846,00904563561
1847,49884029812
1848,25010071115
1849,00173099156
1850,00074949202
1851,00406051262
1852,66685100202
1853,00009338202
1854,00182504749
1855,00005381638
1856,55513054610
1857,00009454402
1858,00555098040
1859,00074377805
1860,00781178513
1861,67386031001
1862,63323087715
1863,00187301030
1864,00034050510
1865,00004692506
1866,51079045020
1867,10356009004
1868,00187093801
1869,00904264860
1870,00009521301
1871,59011010525
1872,60793013601
1873,54569482100
