key,value
908,1296
909,1297
910,1299
911,1301
912,1302
913,1304
914,1305
915,1307
916,1308
917,1309
918,1311
919,1313
920,1314
921,1319
922,1320
923,1321
924,1322
925,1323
926,1325
927,1327
928,1329
929,1331
930,1332
931,1333
932,1334
933,1337
934,1338
935,1339
936,1342
937,1343
938,1344
939,1346
940,1347
941,1348
942,1349
943,1350
944,1351
945,1352
946,1353
947,1354
948,1356
949,1357
950,1358
951,1359
952,1363
953,1367
954,1368
955,1369
956,1371
957,1372
958,1373
959,1376
960,1377
961,1380
962,1381
963,1384
964,1385
965,1386
966,1387
967,1389
968,1390
969,1391
970,1395
971,1397
972,1398
973,1401
974,1402
975,1403
976,1404
977,1406
978,1407
979,1408
980,1409
981,1410
982,1411
983,1414
984,1417
985,1418
986,1419
987,1420
988,1421
989,1422
990,1423
991,1425
992,1426
993,1427
994,1428
995,1430
996,1431
997,1433
998,1434
999,1436
1000,1437
1001,1439
1002,1440
1003,1441
1004,1442
1005,1443
1006,1444
1007,1445
1008,1446
1009,1447
1010,1448
1011,1449
1012,1450
1013,1452
1014,1453
1015,1455
1016,1456
1017,1457
1018,1459
1019,1462
1020,1463
1021,1464
1022,1465
1023,1466
1024,1469
1025,1470
1026,1472
1027,1473
1028,1476
1029,1477
1030,1478
1031,1479
1032,1485
1033,1486
1034,1488
1035,1491
1036,1492
1037,1493
1038,1494
1039,1495
1040,1496
1041,1497
1042,1498
1043,1501
1044,1502
1045,1503
1046,1504
1047,1505
1048,1506
1049,1508
1050,1509
1051,1510
1052,1513
1053,1515
1054,1516
1055,1517
1056,1518
1057,1519
1058,1520
1059,1521
1060,1524
1061,1527
1062,1528
1063,1530
1064,1531
1065,1532
1066,1533
1067,1534
1068,1535
1069,1537
1070,1538
1071,1539
1072,1541
1073,1542
1074,1543
1075,1544
1076,1546
1077,1547
1078,1549
1079,1552
1080,1555
1081,1556
1082,1561
1083,1563
1084,1565
1085,1568
1086,1569
1087,1570
1088,1571
1089,1573
1090,1574
1091,1575
1092,1578
1093,1579
1094,1580
1095,1581
1096,1583
1097,1586
1098,1588
1099,1590
1100,1592
1101,1593
1102,1594
1103,1595
1104,1596
1105,1597
1106,1598
1107,1599
1108,1600
1109,1601
1110,1602
1111,1603
1112,1604
1113,1606
1114,1608
1115,1609
1116,1610
1117,1611
1118,1613
1119,1614
1120,1616
1121,1619
1122,1620
1123,1621
1124,1623
1125,1624
1126,1627
1127,1628
1128,1629
1129,1630
1130,1631
1131,1633
1132,1634
1133,1636
1134,1637
1135,1638
1136,1639
1137,1641
1138,1642
1139,1645
1140,1647
1141,1648
1142,1650
1143,1651
1144,1652
1145,1653
1146,1655
1147,1656
1148,1657
1149,1658
1150,1660
1151,1661
1152,1662
1153,1663
1154,1664
1155,1665
1156,1666
1157,1671
1158,1673
1159,1674
1160,1675
1161,1676
1162,1677
1163,1679
1164,1683
1165,1684
1166,1685
1167,1686
1168,1687
1169,1688
1170,1689
1171,1690
1172,1691
1173,1693
1174,1694
1175,1695
1176,1696
1177,1697
1178,1699
1179,1700
1180,1701
1181,1704
1182,1705
1183,1707
1184,1709
1185,1714
1186,1715
1187,1716
1188,1718
1189,1719
1190,1720
1191,1721
1192,1724
1193,1725
1194,1726
1195,1727
1196,1728
1197,1729
1198,1731
1199,1734
1200,1735
1201,1736
1202,1738
1203,1739
1204,1740
1205,1741
1206,1742
1207,1743
1208,1746
1209,1747
1210,1748
1211,1749
1212,1750
1213,1751
1214,1752
1215,1753
1216,1754
1217,1755
1218,1757
1219,1759
1220,1760
1221,1762
1222,1763
1223,1764
1224,1765
1225,1766
1226,1767
1227,1770
1228,1771
1229,1773
1230,1775
1231,1776
1232,1778
1233,1780
1234,1782
1235,1784
1236,1785
1237,1786
1238,1787
1239,1788
1240,1790
1241,1791
1242,1792
1243,1793
1244,1794
1245,1795
1246,1796
1247,1797
1248,1798
1249,1799
1250,1800
1251,1801
1252,1803
1253,1804
1254,1805
1255,1807
1256,1808
1257,1809
1258,1811
1259,1812
1260,1813
1261,1814
1262,1815
1263,1816
1264,1817
1265,1819
1266,1820
1267,1823
1268,1824
1269,1826
1270,1827
1271,1828
1272,1829
1273,1833
1274,1835
1275,1836
1276,1839
1277,1840
1278,1842
1279,1843
1280,1844
1281,1845
1282,1848
1283,1849
1284,1853
1285,1854
1286,1855
1287,1856
1288,1857
1289,1858
1290,1859
1291,1860
1292,1861
1293,1862
1294,1863
1295,1866
1296,1868
1297,1870
1298,1872
1299,1873
1300,1878
1301,1879
1302,1881
1303,1882
1304,1884
1305,1885
1306,1886
1307,1887
1308,1888
1309,1890
1310,1891
1311,1892
1312,1893
1313,1894
1314,1895
1315,1898
1316,1899
1317,1900
1318,1901
1319,1902
1320,1903
1321,1904
1322,1905
1323,1907
1324,1908
1325,1909
1326,1910
1327,1912
1328,1913
1329,1914
1330,1915
1331,1916
1332,1917
1333,1918
1334,1919
1335,1921
1336,1922
1337,1923
1338,1924
1339,1926
1340,1927
1341,1928
1342,1929
1343,1930
1344,1931
1345,1932
1346,1935
1347,1936
1348,1940
1349,1941
1350,1942
1351,1943
1352,1944
1353,1945
1354,1946
1355,1949
1356,1950
1357,1951
1358,1955
1359,1960
1360,1963
1361,1965
1362,1966
1363,1967
1364,1968
1365,1970
1366,1972
1367,1973
1368,1974
1369,1977
1370,1978
1371,1979
1372,1980
1373,1982
1374,1985
1375,1986
1376,1987
1377,1988
1378,1989
1379,1990
1380,1991
1381,1992
1382,1994
1383,1995
1384,1996
1385,1999
1386,2002
1387,2003
1388,2004
1389,2005
1390,2007
1391,2008
1392,2009
1393,2010
1394,2011
1395,2012
1396,2014
1397,2015
1398,2016
1399,2017
1400,2018
1401,2019
1402,2020
1403,2021
1404,2022
1405,2023
1406,2024
1407,2025
1408,2029
1409,2030
1410,2031
1411,2033
1412,2034
1413,2035
1414,2036
1415,2039
1416,2040
1417,2042
1418,2043
1419,2044
1420,2045
1421,2047
1422,2049
1423,2050
1424,2051
1425,2052
1426,2053
1427,2056
1428,2057
1429,2059
1430,2060
1431,2061
1432,2062
1433,2063
1434,2064
1435,2066
1436,2067
1437,2069
1438,2070
1439,2071
1440,2072
1441,2074
1442,2075
1443,2076
1444,2078
1445,2079
1446,2080
1447,2081
1448,2082
1449,2083
1450,2086
1451,2087
1452,2090
1453,2091
1454,2092
1455,2093
1456,2094
1457,2098
1458,2099
1459,2100
1460,2101
1461,2102
1462,2104
1463,2109
1464,2111
1465,2113
1466,2115
1467,2116
1468,2117
1469,2119
1470,2121
1471,2122
1472,2123
1473,2124
1474,2127
1475,2129
1476,2130
1477,2131
1478,2132
1479,2135
1480,2136
1481,2139
1482,2144
1483,2150
1484,2151
1485,2152
1486,2153
1487,2155
1488,2156
1489,2158
1490,2159
1491,2160
1492,2161
1493,2162
1494,2163
1495,2165
1496,2166
1497,2167
1498,2169
1499,2170
1500,2171
1501,2172
1502,2173
1503,2175
1504,2176
1505,2177
1506,2178
1507,2180
1508,2181
1509,2183
1510,2185
1511,2186
1512,2187
1513,2188
1514,2190
1515,2191
1516,2192
1517,2193
1518,2194
1519,2195
1520,2197
1521,2200
1522,2201
1523,2202
1524,2203
1525,2204
1526,2205
1527,2207
1528,2208
1529,2210
1530,2211
1531,2212
1532,2213
1533,2215
1534,2216
1535,2217
1536,2218
1537,2219
1538,2221
1539,2222
1540,2223
1541,2224
1542,2225
1543,2228
1544,2229
1545,2230
1546,2231
1547,2234
1548,2236
1549,2238
1550,2239
1551,2240
1552,2241
1553,2242
1554,2243
1555,2244
1556,2245
1557,2247
1558,2249
1559,2250
1560,2251
1561,2253
1562,2254
1563,2256
1564,2257
1565,2258
1566,2259
1567,2261
1568,2262
1569,2263
1570,2264
1571,2265
1572,2266
1573,2267
1574,2268
1575,2269
1576,2270
1577,2271
1578,2272
1579,2274
1580,2275
1581,2276
1582,2277
1583,2279
1584,2280
1585,2281
1586,2283
1587,2284
1588,2287
1589,2288
1590,2289
1591,2291
1592,2292
1593,2293
1594,2296
1595,2297
1596,2298
1597,2299
1598,2301
1599,2303
1600,2304
1601,2305
1602,2307
1603,2309
1604,2310
1605,2312
1606,2318
1607,2319
1608,2321
1609,2322
1610,2324
1611,2326
1612,2330
1613,2331
1614,2332
1615,2333
1616,2335
1617,2336
1618,2337
1619,2338
1620,2340
1621,2341
1622,2343
1623,2346
1624,2348
1625,2349
1626,2350
1627,2352
1628,2353
1629,2354
1630,2356
1631,2357
1632,2358
1633,2359
1634,2361
1635,2362
1636,2363
1637,2364
1638,2365
1639,2366
1640,2367
1641,2368
1642,2369
1643,2370
1644,2371
1645,2372
1646,2373
1647,2374
1648,2375
1649,2376
1650,2377
1651,2378
1652,2382
1653,2383
1654,2384
1655,2385
1656,2386
1657,2387
1658,2388
1659,2392
1660,2393
1661,2394
1662,2395
1663,2397
1664,2398
1665,2399
1666,2400
1667,2401
1668,2402
1669,2404
1670,2405
1671,2406
1672,2409
1673,2410
1674,2411
1675,2413
1676,2414
1677,2417
1678,2418
1679,2420
1680,2421
1681,2422
1682,2423
1683,2425
1684,2426
1685,2427
1686,2429
1687,2430
1688,2431
1689,2433
1690,2434
1691,2436
1692,2438
1693,2439
1694,2442
1695,2444
1696,2445
1697,2446
1698,2447
1699,2449
1700,2451
1701,2452
1702,2454
1703,2455
1704,2456
1705,2457
1706,2458
1707,2459
1708,2460
1709,2461
1710,2462
1711,2463
1712,2464
1713,2465
1714,2466
1715,2467
1716,2468
1717,2469
1718,2470
1719,2473
1720,2476
1721,2477
1722,2478
1723,2479
1724,2480
1725,2481
1726,2482
1727,2483
1728,2484
1729,2486
1730,2487
1731,2489
1732,2492
1733,2493
1734,2494
1735,2496
1736,2497
1737,2498
1738,2499
1739,2500
1740,2503
1741,2505
1742,2506
1743,2507
1744,2508
1745,2510
1746,2511
1747,2512
1748,2513
1749,2515
1750,2516
1751,2518
1752,2519
1753,2520
1754,2521
1755,2522
1756,2525
1757,2526
1758,2528
1759,2529
1760,2532
1761,2533
1762,2534
1763,2535
1764,2536
1765,2538
1766,2539
1767,2540
1768,2541
1769,2542
1770,2543
1771,2544
1772,2546
1773,2547
1774,2548
1775,2550
1776,2552
1777,2553
1778,2554
1779,2556
1780,2557
1781,2558
1782,2559
1783,2560
1784,2561
1785,2562
1786,2563
1787,2564
1788,2568
1789,2569
1790,2570
1791,2571
1792,2573
1793,2574
1794,2575
1795,2576
1796,2577
1797,2578
1798,2579
1799,2580
1800,2581
1801,2582
1802,2583
1803,2586
1804,2587
1805,2589
1806,2590
1807,2592
1808,2595
1809,2596
1810,2598
1811,2599
1812,2602
1813,2603
1814,2604
1815,2605
1816,2610
1817,2611
1818,2612
1819,2613
1820,2614
1821,2616
1822,2617
1823,2618
1824,2619
1825,2620
1826,2623
1827,2624
1828,2625
1829,2626
1830,2628
1831,2630
1832,2631
1833,2632
1834,2634
1835,2635
1836,2636
1837,2637
1838,2638
1839,2639
1840,2640
1841,2641
1842,2642
1843,2644
1844,2646
1845,2647
1846,2648
1847,2649
1848,2651
1849,2652
1850,2657
1851,2658
1852,2662
1853,2664
1854,2665
1855,2666
1856,2667
1857,2669
1858,2670
1859,2671
1860,2673
1861,2674
1862,2675
1863,2677
1864,2678
1865,2679
1866,2680
1867,2681
1868,2682
1869,2683
1870,2687
1871,2688
1872,2689
1873,2690
1874,2691
1875,2693
1876,2694
1877,2700
1878,2701
1879,2702
1880,2703
1881,2704
1882,2705
1883,2706
1884,2707
1885,2708
1886,2709
1887,2710
1888,2711
1889,2712
1890,2716
1891,2717
1892,2718
1893,2719
1894,2723
1895,2724
1896,2725
1897,2726
1898,2727
1899,2729
1900,2731
1901,2733
1902,2734
1903,2735
1904,2736
1905,2738
1906,2739
1907,2740
1908,2741
1909,2742
1910,2743
1911,2744
1912,2747
1913,2748
1914,2749
1915,2750
1916,2752
1917,2753
1918,2754
1919,2756
1920,2757
1921,2758
1922,2759
1923,2760
1924,2761
1925,2762
1926,2763
1927,2765
1928,2766
1929,2768
1930,2769
1931,2771
1932,2772
1933,2773
1934,2774
1935,2775
1936,2776
1937,2777
1938,2779
1939,2781
1940,2783
1941,2784
1942,2786
1943,2787
1944,2788
1945,2790
1946,2791
1947,2792
1948,2794
1949,2795
1950,2796
1951,2797
1952,2798
1953,2799
1954,2800
1955,2805
1956,2807
1957,2808
1958,2809
1959,2810
1960,2811
1961,2812
1962,2813
1963,2814
1964,2815
1965,2817
1966,2819
1967,2821
1968,2822
1969,2823
1970,2824
1971,2825
1972,2826
1973,2827
1974,2828
1975,2830
1976,2831
1977,2834
1978,2835
1979,2836
1980,2839
1981,2841
1982,2842
1983,2843
1984,2845
1985,2846
1986,2849
1987,2850
1988,2851
1989,2852
1990,2853
1991,2854
1992,2855
1993,2856
1994,2857
1995,2858
1996,2859
1997,2860
1998,2862
1999,2863
2000,2864
2001,2870
2002,2871
2003,2872
2004,2873
2005,2874
2006,2878
2007,2879
2008,2881
2009,2882
2010,2883
2011,2887
2012,2889
2013,2891
2014,2892
2015,2894
2016,2896
2017,2897
2018,2898
2019,2900
2020,2902
2021,2903
2022,2904
2023,2905
2024,2906
2025,2907
2026,2908
2027,2909
2028,2911
2029,2912
2030,2914
2031,2915
2032,2916
2033,2918
2034,2919
2035,2921
2036,2922
2037,2923
2038,2924
2039,2925
2040,2928
2041,2929
2042,2930
2043,2931
2044,2934
2045,2935
2046,2937
2047,2940
2048,2941
2049,2942
2050,2944
2051,2945
2052,2946
2053,2947
2054,2948
2055,2949
2056,2951
2057,2952
2058,2953
2059,2957
2060,2961
2061,2962
2062,2963
2063,2964
2064,2965
2065,2966
2066,2967
2067,2968
2068,2969
2069,2970
2070,2971
2071,2973
2072,2974
2073,2975
2074,2976
2075,2977
2076,2978
2077,2979
2078,2980
2079,2981
2080,2983
2081,2984
2082,2987
2083,2988
2084,2989
2085,2990
2086,2993
2087,2994
2088,2995
2089,2996
2090,2997
2091,2998
2092,2999
2093,3001
2094,3002
2095,3005
2096,3006
2097,3007
2098,3010
2099,3011
2100,3013
2101,3014
2102,3015
2103,3016
2104,3018
2105,3019
2106,3020
2107,3021
2108,3022
2109,3023
2110,3024
2111,3026
2112,3027
2113,3028
2114,3030
2115,3031
2116,3032
2117,3034
2118,3035
2119,3036
2120,3037
2121,3038
2122,3039
2123,3040
2124,3041
2125,3042
2126,3044
2127,3045
2128,3046
2129,3047
2130,3048
2131,3050
2132,3051
2133,3052
2134,3054
2135,3055
2136,3056
2137,3057
2138,3059
2139,3060
2140,3061
2141,3063
2142,3064
2143,3065
2144,3066
2145,3068
2146,3070
2147,3074
2148,3075
2149,3077
2150,3078
2151,3080
2152,3083
2153,3084
2154,3087
2155,3089
2156,3090
2157,3091
2158,3092
2159,3095
2160,3096
2161,3100
2162,3101
2163,3102
2164,3103
2165,3105
2166,3106
2167,3107
2168,3108
2169,3109
2170,3110
2171,3111
2172,3112
2173,3113
2174,3116
2175,3117
2176,3118
2177,3119
2178,3120
2179,3122
2180,3123
2181,3124
2182,3125
2183,3127
2184,3132
2185,3133
2186,3134
2187,3135
2188,3136
2189,3137
2190,3138
2191,3140
2192,3141
2193,3142
2194,3143
2195,3144
2196,3145
2197,3147
2198,3150
2199,3151
2200,3153
2201,3155
2202,3156
2203,3158
2204,3159
2205,3161
2206,3162
2207,3166
2208,3169
2209,3170
2210,3171
2211,3172
2212,3174
2213,3176
2214,3177
2215,3178
2216,3179
2217,3180
2218,3182
2219,3183
2220,3184
2221,3186
2222,3188
2223,3189
2224,3190
2225,3191
2226,3192
2227,3193
2228,3194
2229,3195
2230,3196
2231,3197
2232,3198
2233,3199
2234,3201
2235,3202
2236,3203
2237,3204
2238,3205
2239,3208
2240,3210
2241,3212
2242,3214
2243,3215
2244,3216
2245,3217
2246,3218
2247,3219
2248,3220
2249,3221
2250,3222
2251,3223
2252,3225
2253,3226
2254,3227
2255,3228
2256,3229
2257,3231
2258,3232
2259,3234
2260,3235
2261,3238
2262,3239
2263,3241
2264,3242
2265,3243
2266,3246
2267,3248
2268,3249
2269,3250
2270,3251
2271,3252
2272,3253
2273,3259
2274,3261
2275,3262
2276,3263
2277,3265
2278,3266
2279,3267
2280,3268
2281,3271
2282,3272
2283,3274
2284,3275
2285,3276
2286,3277
2287,3279
2288,3280
2289,3281
2290,3282
2291,3283
2292,3284
2293,3286
2294,3287
2295,3288
2296,3289
2297,3290
2298,3292
2299,3294
2300,3295
2301,3297
2302,3299
2303,3300
2304,3301
2305,3302
2306,3304
2307,3306
2308,3307
2309,3309
2310,3310
2311,3312
2312,3313
2313,3318
2314,3319
2315,3320
2316,3322
2317,3323
2318,3329
2319,3330
2320,3331
2321,3332
2322,3333
2323,3334
2324,3337
2325,3339
2326,3342
2327,3345
2328,3347
2329,3348
2330,3349
2331,3350
2332,3351
2333,3356
2334,3357
2335,3358
2336,3360
2337,3361
2338,3362
2339,3363
2340,3364
2341,3365
2342,3368
2343,3369
2344,3370
2345,3371
2346,3372
2347,3373
2348,3377
2349,3378
2350,3379
2351,3384
2352,3386
2353,3388
2354,3389
2355,3390
2356,3391
2357,3392
2358,3393
2359,3396
2360,3397
2361,3398
2362,3399
2363,3400
2364,3401
2365,3403
2366,3404
2367,3405
2368,3406
2369,3408
2370,3411
2371,3416
2372,3417
2373,3418
2374,3419
2375,3420
2376,3421
2377,3425
2378,3426
2379,3429
2380,3430
2381,3431
2382,3432
2383,3433
2384,3435
2385,3437
2386,3439
2387,3440
2388,3441
2389,3442
2390,3443
2391,3445
2392,3446
2393,3447
2394,3448
2395,3449
2396,3450
2397,3453
2398,3456
2399,3457
2400,3458
2401,3459
2402,3460
2403,3461
2404,3463
2405,3465
2406,3466
2407,3468
2408,3469
2409,3471
2410,3472
2411,3476
2412,3477
2413,3481
2414,3482
2415,3483
2416,3484
2417,3485
2418,3486
2419,3488
2420,3489
2421,3490
2422,3491
2423,3492
2424,3493
2425,3494
2426,3495
2427,3496
2428,3497
2429,3498
2430,3501
2431,3502
2432,3504
2433,3505
2434,3506
2435,3507
2436,3508
2437,3509
2438,3510
2439,3511
2440,3512
2441,3513
2442,3516
2443,3518
2444,3521
2445,3528
2446,3530
2447,3534
2448,3535
2449,3537
2450,3538
2451,3539
2452,3540
2453,3542
2454,3543
2455,3545
2456,3547
2457,3550
2458,3551
2459,3553
2460,3554
2461,3555
2462,3556
2463,3557
2464,3559
2465,3560
2466,3561
2467,3562
2468,3563
2469,3564
2470,3565
2471,3566
2472,3567
2473,3569
2474,3571
2475,3574
2476,3575
2477,3577
2478,3578
2479,3579
2480,3580
2481,3581
2482,3582
2483,3589
2484,3590
2485,3591
2486,3592
2487,3593
2488,3595
2489,3598
2490,3600
2491,3601
2492,3602
2493,3603
2494,3604
2495,3605
2496,3607
2497,3609
2498,3612
2499,3613
2500,3616
2501,3617
2502,3618
2503,3619
2504,3620
2505,3621
2506,3622
2507,3623
2508,3624
2509,3625
2510,3627
2511,3628
2512,3630
2513,3631
2514,3632
2515,3633
2516,3636
2517,3637
2518,3638
2519,3639
2520,3640
2521,3641
2522,3642
2523,3646
2524,3647
2525,3649
2526,3650
2527,3651
2528,3652
2529,3653
2530,3654
2531,3656
2532,3657
2533,3659
2534,3660
2535,3661
2536,3664
2537,3665
2538,3666
2539,3667
2540,3669
2541,3670
2542,3674
2543,3675
2544,3676
2545,3678
2546,3680
2547,3681
2548,3683
2549,3684
2550,3685
2551,3686
2552,3688
2553,3693
2554,3694
2555,3695
2556,3697
2557,3699
2558,3700
2559,3703
2560,3704
2561,3705
2562,3706
2563,3707
2564,3708
2565,3709
2566,3710
2567,3711
2568,3712
2569,3715
2570,3716
2571,3718
2572,3722
2573,3725
2574,3726
2575,3727
2576,3728
2577,3729
2578,3730
2579,3732
2580,3733
2581,3735
2582,3736
2583,3738
2584,3740
2585,3742
2586,3743
2587,3744
2588,3745
2589,3746
2590,3747
2591,3748
2592,3750
2593,3751
2594,3752
2595,3753
2596,3754
2597,3755
2598,3759
2599,3760
2600,3761
2601,3763
2602,3764
2603,3765
2604,3768
2605,3769
2606,3771
2607,3773
2608,3775
2609,3777
2610,3778
2611,3779
2612,3780
2613,3781
